Density,Sonic,Gamma
2231.5635,451.8813,53.729
2233.2476,451.7226,53.7112
2236.8455,453.3512,53.6889
2235.8491,455.6803,53.7862
2237.5234,456.4555,54.0554
2257.7292,456.4739,54.3911
2243.7251,455.883,54.3911
2222.5466,455.7487,54.2767
2229.6892,456.063,53.7194
2244.3132,456.8893,53.1445
2253.0186,458.7533,52.7105
2262.3418,459.2233,51.2326
2253.425,459.0487,51.1686
2241.9487,458.0471,51.1686
2253.0203,457.3416,51.1686
2263.5657,458.0977,50.8905
2266.814,459.2718,47.9135
2258.8574,459.2196,47.1283
2248.5227,458.7679,46.7571
2230.2122,458.5295,46.5706
2237.8611,457.7032,46.4332
2232.3,458.8025,46.4332
2227.2332,458.7566,46.5735
2227.5896,458.348,46.7565
2209.7344,457.6197,47.3593
2208.8108,456.664,47.5495
2229.4756,455.4241,47.5588
2230.6433,456.0645,49.2597
2244.0903,457.3852,50.4489
2248.0769,462.999,50.5715
2241.2908,466.6646,50.5715
2223.7686,467.7217,50.0868
2211.1301,464.6682,49.9992
2211.4783,461.2935,49.9992
2205.4387,458.1076,49.9185
2226.6963,452.8215,49.5317
2227.2258,451.8635,48.355
2226.3286,455.0109,45.8502
2230.4875,461.1989,45.1378
2244.7229,468.5287,45.1378
2246.1646,470.0672,45.1739
2227.9368,468.5459,45.5426
2225.9558,461.9244,46.061
2226.804,459.4654,46.8984
2213.7,460.8819,47.2961
2201.571,462.9676,48.5418
2205.0144,465.2561,49.5382
2237.198,465.6767,49.7135
2266.396,464.6551,49.4577
2263.5879,463.3641,48.8329
2249.2119,462.4672,48.492
2248.1638,462.2018,48.492
2254.5183,462.5786,48.7046
2243.0342,463.7124,48.9061
2222.937,465.9474,48.9061
2219.9226,471.6184,48.3267
2226.594,474.052,47.6656
2235.5911,468.8822,47.6656
2236.5005,466.0068,47.9639
2225.7595,466.2204,48.4159
2226.8494,465.4336,48.6216
2236.2104,463.9164,48.7245
2230.5129,462.793,48.4601
2214.5015,463.2123,48.2797
2229.3992,465.6344,47.7391
2252.8184,470.7163,47.1381
2243.3406,473.1423,46.644
2228.5808,475.6428,46.644
2230.3186,479.488,46.8763
2209.9441,485.0431,47.6293
2211.1946,494.662,48.357
2215.885,495.7377,50.3882
2223.9841,492.8494,51.5846
2225.0271,495.5471,51.5846
2221.7952,493.1998,51.3799
2230.3337,487.1794,50.0788
2236.3735,482.2118,48.624
2230.4048,464.3209,47.7825
2244.0977,464.7805,47.7528
2237.6343,466.1729,47.4654
2208.4482,465.7794,47.5389
2211.8015,464.666,48.6918
2209.4353,462.5009,51.3757
2199.0608,460.5719,51.3757
2203.3999,459.0768,51.3757
2206.7002,455.7707,51.1652
2205.3184,455.3552,47.4316
2239.9058,457.7153,47.3823
2239.6694,462.005,47.3823
2230.2632,464.0368,45.2059
2222.0537,468.9941,45.5668
2237.6316,475.4943,47.556
2243.3799,481.4574,48.9035
2230.5359,480.9632,49.0499
2224.9282,477.8366,50.5775
2209.8499,472.6732,50.8389
2201.8896,466.9556,50.8389
2211.772,461.4583,50.6731
2231.3066,461.7418,50.3576
2228.0403,462.9586,50.1577
2228.5374,468.6606,50.2462
2223.7986,476.3821,50.1307
2231.9998,480.4014,49.333
2242.5078,484.6864,48.4805
2253.9385,484.5924,48.2509
2247.7327,478.7778,48.2509
2225.3892,471.5796,49.2474
2233.0952,466.3572,49.7447
2239.4395,462.1797,49.7447
2232.4375,460.9686,50.2215
2232.0005,462.2481,49.5412
2229.8918,461.6897,48.8878
2217.0256,459.1685,49.8137
2220.7507,455.9846,50.5216
2219.0149,453.9081,50.3904
2210.4888,454.3146,50.2757
2210.6907,455.784,50.2757
2220.2266,456.1064,50.2757
2232.9417,455.1581,50.6695
2234.9639,453.8824,52.1662
2237.1331,453.4173,54.2462
2233.6104,454.1813,55.2707
2235.03,455.6201,55.3471
2243.4202,458.3847,55.4586
2237.4109,461.1405,55.0479
2242.6104,461.8383,54.2061
2241.4363,460.9794,53.9343
2240.5212,459.5288,53.6216
2231.2361,458.8585,52.2856
2224.0857,460.1335,50.61
2221.4863,462.4947,50.2177
2206.3914,465.6687,50.3659
2206.5896,469.2769,50.7729
2220.6826,471.1111,50.7281
2217.3804,472.2984,50.5809
2217.7021,473.2462,50.1637
2230.5286,474.8839,48.4968
2240.116,473.9291,48.4968
2231.5708,471.0256,49.0259
2210.906,467.5417,51.9375
2205.8579,463.6059,51.9375
2203.2434,459.08,51.9152
2215.1965,455.6008,51.6065
2223.0745,455.6097,50.315
2230.1614,455.673,50.1754
2227.5066,456.5078,50.21
2222.9885,455.6577,51.0161
2226.1504,455.2898,50.3725
2219,457.4744,51.034
2240.8657,463.1603,51.034
2237.4954,470.6722,50.3855
2238.5522,477.7152,49.5496
2234.5291,476.6545,48.4462
2257.1912,473.6485,48.386
2258.6345,463.9906,48.9796
2249.9338,459.0065,49.0357
2255.7666,458.6212,51.4931
2244.9958,459.6261,52.6182
2232.3582,460.6419,52.7396
2220.481,462.8672,53.1369
2219.3137,462.9652,52.8284
2229.262,461.7808,52.6351
2220.2124,460.3186,52.609
2210.428,458.7563,52.331
2194.2292,456.4357,52.2465
2196.9353,453.8417,52.6195
2209.1091,453.3221,52.755
2222.8347,452.731,52.3957
2233.5964,452.4581,51.5475
2225.9573,452.5231,50.9703
2227.0071,452.6846,50.0947
2228.7637,452.789,48.5476
2222.5085,453.2298,47.7411
2236.7815,454.2303,47.6455
2232.8984,455.5509,47.7977
2223.418,457.4329,47.8349
2223.0359,460.1426,47.7851
2237.7288,463.5178,47.7851
2249.8625,467.0731,47.4631
2254.6445,469.4451,47.1739
2261.5767,469.5165,47.1739
2250.3372,469.1,47.6017
2238.3,469.9194,49.2118
2234.3511,471.3999,50.5229
2216.9639,473.2215,50.5229
2200.073,475.1563,50.4915
2206.6426,477.4326,50.4361
2224.1589,480.3197,50.4197
2214.978,482.6814,50.4197
2209.0286,483.5868,50.4197
2221.7026,482.9818,50.2411
2231.311,481.3116,49.6419
2231.4729,478.1261,49.0942
2220.301,475.0058,48.7177
2231.3838,472.8316,47.9711
2244.6147,470.0009,47.9711
2249.9583,466.2097,48.4833
2238.4971,462.8595,50.104
2236.885,457.0716,50.104
2241.8862,455.4172,50.0879
2224.4897,456.049,49.7557
2231.9319,458.5943,48.4449
2233.5977,460.3069,48.228
2217.0752,460.8293,48.4552
2209.9807,461.2959,48.1283
2200.2942,462.9892,47.7503
2216.5742,467.5715,48.1199
2247.1724,467.0021,47.7084
2230.052,464.5218,47.7295
2230.95,459.3167,48.1915
2226.4297,456.1693,49.2362
2214.2998,455.0926,50.0199
2226.0999,455.2654,51.8055
2217.02,456.2838,51.8055
2225.9902,461.6147,51.8055
2220.4829,465.9352,49.9492
2233.2712,470.0442,48.2444
2244.5068,472.7559,47.9352
2267.0735,472.7553,47.9183
2278.6121,472.5215,48.1058
2277.5288,473.0638,49.1311
2253.4731,471.7437,49.4058
2237.0503,468.6783,49.729
2242.6399,464.25,49.7863
2243.0894,456.5053,49.7863
2216.2236,451.046,50.2452
2204.8125,449.5757,49.9667
2230.6311,452.8445,49.8502
2232.0293,461.1476,50.1886
2224.5845,468.1584,50.3033
2225.0549,471.243,50.1695
2236.1255,470.3729,50.2458
2250.8716,466.1983,50.1758
2255.0332,461.7287,49.5221
2264.342,459.7929,49.8016
2261.8721,460.5993,50.8512
2247.5798,463.6361,50.9785
2243.0203,469.8442,50.7908
2239.2275,475.2246,50.7908
2216.24,479.296,50.0826
2201.9089,483.1573,49.5417
2208.4827,487.0315,49.5417
2213.2275,493.4163,50.1098
2219.7969,497.1838,50.6334
2217.354,495.2619,50.6334
2208.5891,491.1202,49.2499
2217.009,487.3995,47.7118
2221.166,484.7357,47.7118
2207.1982,483.1225,49.1771
2198.2349,483.1862,51.1419
2191.7976,482.6267,51.3169
2189.032,483.9156,52.0064
2206.0718,486.4005,52.5845
2206.0156,483.135,52.0927
2220.3867,479.2058,51.84
2228.4302,479.1096,52.3616
2220.6055,478.0812,52.2882
2216.8674,477.7514,52.0724
2204.3186,477.5541,51.9719
2197.2297,475.8179,51.7332
2189.9568,475.7931,50.9731
2195.0867,474.1709,50.7397
2210.72,471.5857,49.9262
2208.5591,469.7625,48.3423
2204.6196,471.2316,47.2576
2214.6316,473.9653,45.8269
2207.0547,473.0051,45.8269
2215.1284,470.2613,45.9207
2225.7051,466.0969,46.8322
2236.8115,460.3028,48.7234
2212.9136,454.6481,48.7234
2215.856,453.6276,48.5475
2219.8887,452.4946,45.4251
2207.7217,452.7874,45.4251
2208.5442,455.8722,45.4382
2214.8999,459.9567,47.3194
2225.8284,467.4281,48.9784
2235.9277,473.1213,50.0005
2222.5662,477.0291,50.7947
2222.4736,475.4872,50.8265
2229.8215,471.7321,50.8265
2211.8516,465.9393,50.5775
2201.4341,462.5298,50.554
2190.4517,463.9903,50.554
2198.376,467.0209,51.6656
2196.073,470.1085,51.8363
2201.9019,472.547,51.8363
2202.4683,474.3286,51.6535
2215.584,475.9531,51.2966
2229.1328,475.2255,50.8987
2239.1086,469.8789,49.9224
2217.8579,465.7802,49.3584
2220.176,462.4841,49.2625
2217.9673,461.4197,49.2625
2204.106,462.2939,50.2741
2207.8843,463.9689,50.7076
2209.9814,466.3027,50.7141
2191.6548,468.7314,50.7006
2185.8579,472.7828,50.6258
2187.7373,474.8035,50.5129
2186.9109,473.7029,48.4174
2199.5737,470.7485,47.0895
2216.459,467.2913,47.0895
2221.0115,464.4521,47.5401
2207.2549,463.5891,49.3917
2183.9502,464.2941,50.7073
2174.2976,465.8134,51.1444
2186.8076,468.0038,51.4943
2205.876,468.3589,51.4943
2223.1362,465.6478,51.4943
2223.5212,461.4724,51.4552
2202.9575,454.568,51.3343
2195.9055,448.4077,51.12
2208.425,447.912,50.9505
2209.8203,448.9297,50.801
2201.8303,450.087,50.5643
2217.1873,452.2769,50.7009
2236.8042,455.3582,50.973
2247.2,457.8863,51.0179
2239.1597,460.8539,51.0179
2221.717,461.8,51.0179
2227.2197,461.1365,50.4042
2238.1643,459.485,48.7637
2241.1797,458.033,48.3853
2233.9309,456.7613,47.2478
2210.8105,457.1272,46.85
2210.2214,458.1227,45.8056
2200.3506,460.4105,46.0344
2189.9824,464.1762,47.1227
2197.4495,470.738,47.203
2204.3386,474.9987,47.8468
2221.675,473.458,49.0815
2218.8845,468.7542,49.2094
2200.4702,462.2263,49.5104
2191.5339,458.2418,49.5104
2198.9954,459.7646,49.5264
2199.3806,459.6692,49.8563
2213.1711,459.3015,49.9429
2203.7017,458.9653,49.8533
2208,459.3166,49.8533
2200.1042,461.3246,49.8533
2221.5649,463.1369,49.33
2209.8076,466.558,49.3122
2218.6304,469.4983,50.2319
2225.0054,471.8823,50.2972
2235.9287,474.3788,50.8763
2225.6482,475.7654,50.9358
2228.3052,472.5649,50.4714
2230.1804,469.0481,50.4041
2241.4099,465.8827,50.2206
2257.0579,464.1001,50.1858
2268.4551,466.313,49.1513
2248.6836,466.3112,48.2714
2230.4646,465.7538,48.6784
2222.3145,464.7943,48.3325
2221.647,463.552,48.1708
2232.2219,464.6535,48.6612
2231.6755,465.0181,49.0986
2236.2817,464.5885,51.7253
2236.8545,463.7275,53.174
2243.9351,462.9473,53.3306
2243.1497,463.8959,53.5736
2252.4719,465.7177,53.4684
2255.6577,468.6866,52.8811
2249.9382,472.3975,52.598
2257.915,476.4811,52.598
2253.761,477.8622,52.5389
2240.9504,475.9291,52.5433
2243.2581,471.6963,52.5832
2242.4783,467.5827,52.5832
2243.8914,464.6032,53.2198
2255.0244,461.7254,53.8391
2267.6665,459.089,54.0009
2272.6711,456.36,54.1807
2256.0137,454.5618,54.1807
2236.8152,454.9601,54.4681
2219.3015,456.528,54.883
2204.8127,459.4909,55.2979
2212.533,463.4307,55.8851
2208.0403,466.2774,55.9057
2197.8252,467.6837,55.9057
2208.1155,467.6003,55.9057
2223.4995,466.0271,55.9057
2229.7363,463.5181,56.2862
2228.9377,459.1638,57.2192
2221.5652,451.7938,57.2654
2194.2712,448.705,57.2496
2194.7498,448.2785,56.9612
2197.8931,452.2826,55.9025
2216.4634,455.6506,54.7984
2229.3713,460.3817,54.3712
2237.4834,464.8234,54.3712
2236.2498,468.0709,54.5302
2230.1274,470.9013,55.508
2229.7991,470.0758,56.155
2217.5627,467.2963,56.155
2223.5281,463.444,55.9787
2202.4509,460.5398,54.1218
2212.147,458.716,54.1218
2216.4678,456.9127,54.1919
2215.6865,455.8584,55.9055
2215.335,454.4554,57.5208
2234.7,452.3954,57.8066
2217.0161,450.8419,57.8066
2233.353,452.475,57.5264
2224.5828,455.0236,54.4202
2201.0911,463.0269,54.1328
2208.4189,462.6408,54.1239
2235.7815,459.0176,54.1239
2230.7922,454.929,54.1239
2229.988,452.1158,56.1107
2242.5703,452.702,57.0119
2243.6533,455.1253,56.4932
2232.7466,458.3484,56.9876
2224.2539,462.0391,57.1086
2240.0051,463.8337,57.1086
2239.5771,464.6713,56.4041
2223.6526,464.333,56.2136
2211.0625,464.4076,56.0166
2202.823,464.8809,54.5329
2191.7986,465.9643,53.7642
2188.7949,467.2508,52.7365
2180.3469,467.3156,52.3514
2182.1267,466.5215,52.3514
2184.4424,465.4245,53.0768
2207.573,463.797,53.64
2222.7683,461.8664,54.5983
2208.9465,461.1417,55.8476
2202.1084,461.2103,57.0411
2203.6985,462.4225,57.7246
2194.6606,465.8891,58.0867
2196.6069,471.592,58.2579
2206.0601,474.4691,58.0528
2204.8142,473.6009,57.1709
2207.675,471.3834,56.5107
2218.2607,468.3498,56.5107
2218.1116,464.6599,56.8818
2209.7092,460.4268,57.3056
2214.0027,458.4041,57.3056
2220.1196,459.2777,57.3056
2208.6548,461.046,57.2157
2199.6482,463.3687,56.8264
2194.9158,465.2572,56.3475
2179.2595,467.6457,56.1698
2168.5015,471.2964,56.0809
2173.0774,473.7855,56.08
2177.4851,476.5437,56.08
2179.8682,480.7291,56.1206
2187.575,482.9001,56.4341
2187.9336,482.5538,57.1828
2187.9143,481.1801,57.7263
2196.365,481.7101,57.886
2186.9712,483.2792,58.2846
2178.6533,486.2564,57.7251
2167.9617,488.7455,57.4087
2178.1807,488.4001,55.9002
2199.012,486.8684,55.8943
2176.2671,484.6514,55.6654
2169.4465,485.2586,54.3284
2188.374,487.2317,54.3284
2195.5012,489.5403,54.3284
2201.1316,491.2354,54.362
2184.448,492.982,54.8478
2206.0837,495.8651,55.1683
2213.9851,494.8736,55.1638
2198.2002,491.1056,54.8321
2198.6001,486.0147,54.8321
2206.394,477.1495,54.5792
2197.8931,470.4436,54.5758
2186.9197,468.7769,55.0288
2172.8616,469.0293,55.3199
2176.041,470.4747,55.8967
2182.6572,470.3645,55.9451
2191.0161,470.4529,55.9451
2195.7576,472.5781,55.7965
2182.2166,475.4511,54.5422
2170.8911,479.0252,54.3307
2164.8184,482.2108,54.9676
2172.0481,484.6872,55.1011
2176.1431,487.6671,55.1011
2180.3352,488.2926,55.1011
2190.0671,488.2135,54.0308
2188.5422,485.6277,53.6933
2190.4441,484.8229,53.6933
2201.9026,485.2389,53.9832
2197.26,485.4837,55.6929
2199.5208,484.773,56.3965
2227.6719,482.952,56.3965
2244.634,479.3863,56.124
2245.0356,475.6979,54.979
2231.3232,470.5594,53.5833
2225.7415,464.477,52.6787
2230.292,456.6031,52.4203
2235.0088,453.6879,51.5597
2222.6084,456.2186,50.9029
2214.4163,458.5461,50.9029
2220.833,461.2662,51.3028
2206.6636,462.9109,52.9915
2193.5498,462.3095,54.2753
2196.0789,463.5972,54.2753
2188.6936,465.8545,54.7138
2182.0964,466.4461,54.592
2179.7834,465.5404,53.766
2176.8545,461.1677,54.2525
2188.0181,456.0849,55.0721
2205.5034,453.2658,55.1374
2215.6475,452.1161,55.0363
2226.7876,455.8214,55.1687
2227.9009,461.297,54.836
2219.7417,466.722,53.9442
2193.2012,469.7699,53.3941
2193.0122,466.3856,53.1313
2200.6482,459.5132,53.0625
2205.4814,455.1168,52.8765
2206.8904,453.8224,52.0681
2215.9739,458.5724,51.6611
2218.146,463.7796,51.2544
2232.8877,465.8005,49.5555
2210.6934,463.7843,49.0739
2200.814,461.0173,48.2572
2205.6946,455.4618,48.0282
2216.9607,447.8435,48.0282
2231.6526,445.7154,48.0282
2258.8,444.6786,48.0269
2257.8203,444.497,47.9867
2244.3831,443.9525,47.6259
2225.0264,441.4904,47.1188
2233.3694,441.7916,47.0929
2254.1023,443.1937,46.1525
2268.8,445.187,46.1525
2282.113,445.6176,46.1525
2265.6497,445.8185,44.852
2276.8174,446.3879,44.8167
2301.1672,448.0819,44.8167
2307.7847,448.7674,46.7996
2293.9517,451.1259,47.1576
2273.2051,451.0801,47.1768
2243.4446,449.9047,47.1768
2244.4683,447.8009,44.6867
2256.4646,446.0392,44.3046
2248.0798,443.3069,44.3046
2232.4131,443.0847,43.1294
2213.375,443.6576,42.8601
2213.2551,443.5417,42.5632
2191.5908,444.6718,40.0975
2193.666,443.8964,39.3737
2202.6138,441.1937,39.3737
2212.0728,438.3745,39.7638
2228.1931,434.0238,40.0349
2214.2573,431.2362,40.7332
2192.936,430.9526,41.2482
2178.0105,431.8832,41.3545
2180.6594,432.5298,41.3545
2195.207,432.2584,40.2461
2199.7009,430.6666,39.2294
2189.5776,430.7166,38.9364
2184.375,433.7422,37.6947
2183.7556,435.5199,36.8026
2178.7632,435.868,36.8026
2172.127,434.8884,37.2731
2173.4128,431.9591,38.1674
2179.0303,429.6904,39.4284
2178.4397,428.9609,41.7944
2176.4736,429.2149,44.4758
2181.2346,431.1194,46.2299
2181.7427,434.4738,47.0515
2176.4338,435.2393,47.1747
2183.7048,432.5249,47.1144
2190.2334,431.3318,46.9981
2190.4346,432.764,46.9365
2193.7659,437.8332,46.6234
2190.6001,443.2028,46.0509
2198.8101,441.6752,45.9213
2208.0979,436.246,45.7067
2203.2825,428.694,45.1634
2188.3237,422.9089,44.9327
2194.8784,425.3141,44.788
2187.8364,432.6371,45.0166
2199.2468,436.9767,45.3191
2207.0701,439.3871,46.8923
2204.0659,436.8632,49.0641
2216.8496,430.5345,49.4545
2221.7817,425.5637,49.5596
2226.488,423.9587,49.5533
2229.1079,423.2265,50.3183
2245.5977,421.4686,50.5427
2258.813,422.3085,50.7208
2236.9343,427.4973,52.4993
2250.1938,431.6237,53.1462
2237.2632,434.4023,53.4366
2230.4709,436.6963,53.4317
2232.79,434.3873,53.2904
2254.1057,430.7819,53.1251
2268.1001,431.0302,52.5391
2262.7705,431.7701,52.2947
2244.8171,434.1464,52.2915
2244.3906,436.4521,51.218
2214.6284,436.5594,52.2164
2221.6106,435.8266,52.8308
2236.3708,436.3661,53.0023
2231.6804,436.3588,53.6521
2224.1716,434.8277,54.8177
2226.2727,435.0002,56.434
2226.1279,434.7867,58.3367
2240.6382,435.811,58.6511
2250.0735,436.5512,58.6511
2241.2827,436.8222,54.6243
2246.7205,437.0113,53.2255
2254.8787,436.7039,52.9605
2250.3518,435.961,51.5642
2236.5676,435.1879,50.3823
2244.3291,435.0318,50.0982
2244.9688,434.1418,50.0935
2234.5291,432.7255,50.0935
2235.4363,430.7183,50.0935
2237.2532,429.0431,50.0935
2253.313,427.5547,50.902
2253.4133,426.7769,50.5223
2254.7659,426.8776,49.586
2262.0061,427.2545,48.8415
2260.0728,427.3829,48.4248
2244.6243,426.523,48.1667
2230.9866,426.1279,48.0086
2232.9434,426.8553,48.0086
2233.2402,427.3528,48.8892
2238.4014,427.1681,50.6722
2253.2175,426.1657,51.649
2248.6389,425.4201,51.649
2226.3196,426.9279,50.6432
2214.4392,429.5118,48.5726
2214.3167,431.1473,47.2729
2209.5452,431.6594,46.9267
2209.4082,430.3202,46.9267
2212.1909,428.1703,47.6269
2200.947,428.1335,49.0019
2196.3457,430.0205,49.4763
2206.1174,429.1295,49.9375
2217.3694,427.5554,50.0882
2217.6611,425.001,50.4513
2202.0334,422.9412,50.4726
2199.2883,424.9538,50.5311
2190.0803,429.2852,50.422
2194.8232,431.1269,49.9674
2211.4473,430.1126,49.6119
2222.3101,430.5797,49.6119
2226.3005,431.1858,49.7024
2230.4163,430.3855,50.2122
2226.7253,430.7237,50.5309
2215.9341,432.636,50.5309
2213.6304,432.5974,50.5162
2229.9099,434.1687,50.3645
2240.3682,438.296,50.0302
2239.9189,436.8105,49.6644
2260.3608,433.9198,49.6803
2235.0386,431.1561,50.0631
2214.5403,423.5143,50.2174
2191.6001,423.6801,51.3214
2210.8738,425.3225,51.4935
2245.2693,427.7528,51.4946
2238.7078,427.5002,50.2604
2219.5605,425.528,49.2585
2233.2417,425.5856,46.3932
2228.3718,424.292,45.9179
2218.8657,424.6493,44.8638
2206.7075,426.4478,44.7409
2197.7439,428.0576,44.7409
2201.343,428.5085,45.8138
2186.3616,427.7863,46.0076
2185.2341,425.4697,46.0076
2195.542,426.3268,46.0076
2208.7009,428.4588,47.1674
2204.1621,430.7884,47.1173
2211.092,432.9744,47.0065
2198.696,432.3992,47.0065
2200.0879,429.0115,46.3622
2185.4058,425.8641,45.9706
2179.6428,425.7891,44.2284
2182.7241,427.7254,44.4455
2192.5955,431.9821,45.5696
2209.6199,436.2531,45.912
2224.75,437.8583,46.776
2222.0144,436.2639,47.2943
2204.0415,432.329,47.3039
2197.2224,430.8174,47.302
2209.7285,432.3867,47.2932
2229.6184,436.0104,46.441
2240.2649,436.8983,45.0678
2239.2949,433.2644,44.0646
2235.5232,428.4494,43.6832
2233.46,425.1387,43.6832
2239.5051,426.3111,44.9706
2237.6729,431.0945,46.5626
2230.4465,436.3799,47.0108
2236.0552,441.0063,47.1402
2228.5383,442.676,47.1366
2216.7256,440.5332,47.6777
2217.4734,437.3513,47.5157
2204.2363,432.9009,47.236
2182.469,429.0969,47.469
2191.4517,427.6313,47.7107
2195.1201,430.6665,47.236
2187.8225,434.9002,47.1127
2197.5759,436.7754,46.8064
2218.6445,438.1218,46.8064
2240.3071,435.6507,46.9512
2238.624,432.3505,47.505
2246.7007,433.6252,48.1756
2240.241,432.6033,49.5023
2232.8647,429.7251,49.5023
2231.6975,425.6461,49.5023
2218.8794,422.307,49.4879
2230.8015,421.4614,49.4018
2217.7908,425.6866,49.3699
2217.5081,428.1539,49.1074
2207.2747,430.1058,47.8089
2199.7979,428.2508,47.0865
2196.4192,428.3177,47.0429
2213.9541,429.019,46.1859
2238.6462,431.969,47.1027
2256.2002,432.2399,48.2548
2251.7,432.7336,48.8222
2247.752,433.1756,48.8222
2248.0867,434.137,49.4404
2219.9683,435.983,50.4553
2208.6101,438.8712,50.5036
2217.1028,439.014,49.3193
2221.7993,437.6189,49.4497
2220.6038,434.7397,49.2458
2226.3396,431.676,49.2167
2222.7598,428.7839,49.1792
2215.1111,427.5388,49.1728
2244.6482,427.9145,48.4086
2254.5691,431.2904,48.182
2243.1765,435.4263,48.166
2225.0674,438.9145,48.2301
2225.2622,439.5835,49.8611
2204.7427,438.9626,50.3692
2197.8813,436.8849,50.4925
2204.4509,432.8376,50.4178
2206.2371,429.7768,50.2052
2216.5115,429.5923,49.7667
2224.1016,431.606,49.5947
2235.2324,433.5202,49.5947
2235.4058,437.4815,52.2137
2234.0571,438.9578,53.7293
2245.9014,437.9187,53.7293
2252.2197,436.5309,52.4348
2239.1321,435.2863,50.9698
2240.231,434.2525,49.9943
2247.626,432.2675,48.9752
2244.8828,429.7866,48.1589
2239.6516,430.0822,47.869
2241.116,432.2208,47.6771
2248.1995,433.8531,47.475
2248.3848,436.0989,47.9355
2247.9167,437.6373,48.9216
2252.1067,436.7543,51.0954
2251.4233,435.291,53.2761
2241.9712,434.7561,53.2761
2238.5869,435.08,52.4086
2241.8247,435.7508,50.9427
2228.9592,437.2726,50.922
2214.1633,437.9771,50.922
2215.6292,438.5964,50.922
2218.1001,439.2643,50.7858
2220.1184,439.818,50.7186
2223.8582,440.7827,51.3885
2222.7646,442.4223,51.4092
2230.3792,443.9744,51.4723
2227.405,445.4919,51.4723
2229.1194,448.338,51.1406
2223.4517,452.6287,49.5896
2216.4019,457.3048,48.6086
2231.637,460.8947,48.6086
2252.9875,458.0956,48.7668
2256.4624,455.7362,49.794
2246.5901,453.6372,49.8154
2263.4558,448.8655,50.0994
2255.5366,448.9665,51.1944
2239.7271,449.7277,51.2176
2219.7336,452.4808,51.2316
2240.2876,455.848,51.5658
2265.301,453.606,51.5658
2279.8,449.8455,51.5658
2255.3501,448.3204,51.1471
2243.5173,449.1974,50.8989
2236.2871,451.8419,50.8304
2238.1775,454.1104,50.1865
2242.563,452.1099,48.3839
2249.1133,447.6756,48.2443
2245.769,445.8795,48.2443
2229.542,446.3908,49.6286
2213.8755,449.2593,51.2062
2222.7266,452.8762,51.4719
2233.7021,453.3882,51.4814
2241.9282,452.4823,51.431
2253.4822,450.9889,50.1253
2279.3687,448.9044,48.0294
2284.3196,446.9091,47.4795
2268.7493,444.1917,47.4583
2269.3015,440.6465,47.5249
2261.9351,437.4259,47.7564
2255.7559,434.638,48.3314
2233.8108,434.0122,49.3777
2214.8699,435.4568,50.3451
2210.3655,435.96,50.6284
2210.7202,435.4756,50.6284
2210.4612,434.4508,50.728
2224.8286,434.2089,51.2025
2223.4331,435.1364,52.0985
2222.0232,436.3985,52.5275
2234.2285,437.6502,52.2413
2245.7678,437.6061,52.0164
2253.8298,437.0421,52.0164
2246.7786,437.4568,50.7004
2236.3103,439.347,48.9744
2227.2876,441.701,47.9713
2219.1931,442.3822,47.4187
2222.8274,441.2848,47.8941
2230.1011,439.3217,48.5366
2239.4617,436.9359,48.6339
2243.8997,433.6276,48.9417
2247.0713,430.0093,49.3482
2259.2761,426.5844,49.3482
2260.3254,422.9483,48.6944
2257.9385,422.0041,47.4996
2265.5713,421.8837,47.4996
2258.7036,422.2006,48.1478
2266.4668,422.652,49.9898
2264.8376,423.262,50.9259
2256.2166,424.2655,50.9259
2227.9524,425.0054,50.2444
2231.4482,424.9724,48.0218
2235.5779,424.3925,47.7975
2227.1665,422.9384,47.7975
2221.6169,421.5443,47.7975
2221.6006,423.8782,47.7869
2215.9172,425.2817,47.7231
2244.3191,426.2539,47.4699
2246.8594,426.6561,46.0463
2245.3789,425.6047,46.0463
2256.8882,424.1605,46.0463
2257.7864,425.5383,46.0725
2256.7712,424.6333,46.478
2268.4702,423.7044,47.2617
2273.0806,423.559,47.2788
2250.3,421.8947,48.4973
2242.5,420.7605,48.6079
2239.4402,419.3335,50.2383
2251.7781,419.3937,50.6301
2268.793,420.7373,50.6427
2286.406,422.4538,50.6427
2282.2625,425.3773,50.5128
2241.9897,424.3221,50.1642
2238.3433,423.2145,50.1296
2255.8694,422.2872,49.5299
2267.7881,422.3471,49.443
2266.7117,423.9721,47.7044
2259.9968,423.8314,47.2441
2263.8655,422.2935,47.2171
2253.7554,421.2866,47.3412
2255.4421,420.8913,47.9742
2260.5239,419.486,49.0473
2247.7319,419.2741,49.5277
2245.3262,421.7111,49.7658
2240.9907,423.3868,49.8619
2224.6826,425.2848,49.8746
2224.8623,425.6193,49.8444
2235.0349,423.4174,49.8003
2247.7893,421.2277,49.7432
2260.4646,419.5509,48.1636
2268.5825,419.2672,47.2629
2277.6809,420.8505,46.8405
2282.7283,421.724,46.559
2275.8428,421.5065,47.1783
2272.4592,420.9708,47.7232
2271.959,420.0385,49.2087
2262.7153,419.6635,50.4567
2244.3916,419.8123,50.4567
2231.0554,419.5645,50.2047
2233.825,419.7043,49.8912
2237.3958,419.6527,49.0967
2232.3708,418.0164,47.9064
2226.6787,417.0195,47.3914
2213.8914,418.037,47.3381
2204.7144,419.6745,47.7942
2212.4133,420.7799,48.1182
2219.6973,420.3325,48.1198
2237.9197,418.9539,48.5408
2246.7673,417.3641,49.1712
2245.1943,418.0288,49.5234
2246.4189,420.1033,49.2232
