Density,Sonic,Gamma
2254.3286,422.7309,50.2201
2253.1318,423.7536,50.4788
2270.0588,423.1848,50.786
2261.4016,422.4086,51.7688
2244.9001,421.6429,52.0509
2262.3206,421.2768,52.5888
2268.7439,422.2531,52.8416
2283.1843,422.1143,52.8416
2286.7617,421.7157,52.4557
2281.8162,422.2786,50.332
2261.3064,422.6244,50.332
2255.6992,422.3044,50.3945
2237.5176,423.0675,50.9289
2222.062,423.8842,51.0691
2224.7666,424.0252,51.112
2237.3008,423.6404,51.112
2254.458,423.0388,51.147
2270.76,421.1248,52.3977
2265,420.0085,52.3977
2254.1711,419.4505,51.6309
2263.0569,419,51.6259
2259.9397,418.5475,47.4072
2247.9612,416.4473,47.0373
2248.8755,416.4509,47.0264
2241.873,417.035,47.2143
2261.6592,418.0404,49.9882
2278.0103,420.3878,50.4906
2273.6582,421.5374,51.1053
2261.1802,421.452,51.196
2261.1006,422.397,52.0956
2261.7441,422.2224,52.5101
2243.7947,419.5348,52.564
2243.3145,419.39,52.564
2222.6204,419.7827,51.5924
2217.8845,418.6278,51.297
2227.1555,417.5685,51.297
2232.2444,416.4845,52.6193
2229.8894,416.1837,53.8622
2249.3396,417.8238,55.0367
2256.7119,423.9146,55.4346
2236.2947,427.9133,55.4346
2229.0098,427.8246,55.161
2231.9536,426.4255,54.4062
2229.6045,422.9825,53.788
2234.2463,419.6848,53.5841
2231.9165,418.5172,52.5392
2216.3801,417.187,51.6931
2208.5828,415.2882,51.6244
2215.9597,413.6666,51.7067
2239.8662,411.8908,51.7004
2246.5808,411.0103,51.4314
2249.9011,410.366,51.2333
2263.7532,409.9153,50.9352
2246.8933,411.3794,50.2109
2229.874,412.1515,49.7362
2231.8052,411.0553,49.7362
2225.7971,410.4863,49.7563
2226.593,410.5579,51.0922
2242.3447,411.1491,53.6099
2246.3396,413.1454,54.3859
2232.7983,416.5043,54.3859
2225.4302,418.844,53.794
2215.8154,418.3631,52.5283
2215.9255,417.0463,52.0489
2232.0991,414.743,51.0447
2226.1042,413.1585,51.215
2214.1902,411.6137,50.6199
2227.8923,408.9948,50.5648
2239.8601,408.5157,50.5648
2247.7986,409.5562,50.5648
2255.1799,410.1693,50.7029
2264.897,410.3495,51.6801
2257.1023,411.3348,53.3579
2258.3025,409.4691,53.3579
2241.1829,408.093,53.4363
2231.2556,408.5756,54.0481
2234.6033,409.2384,53.9711
2232.4187,408.931,53.1319
2217.4312,410.3075,53.7322
2220.4502,412.5794,54.5209
2230.8511,414.8219,53.6896
2249.3037,415.4811,53.5041
2258.3999,415.7392,53.5041
2230.5671,414.2509,53.5041
2220.3362,413.7373,53.5041
2222.575,414.0427,54.6979
2211.3091,416.9097,57.0697
2211.3284,418.795,57.3928
2215.0273,419.0668,57.4066
2220.6323,418.7212,57.6392
2216.4958,417.7849,57.6689
2210.9348,418.8701,58.2019
2224.6399,421.0668,58.5477
2217.8105,423.1136,58.596
2216.2036,424.152,56.4931
2223.7573,425.56,55.8821
2229.8787,428.5257,55.3556
2224.1814,430.239,55.2099
2223.1204,430.0027,55.2099
2215.4314,425.4359,55.4496
2230.3826,422.5313,56.0217
2240.7908,421.0411,56.2152
2234.8506,421.8461,56.2152
2234.1338,423.8671,56.2152
2244.4248,424.8883,56.8099
2246.6396,425.2634,57.4326
2229.7009,426.3548,57.8876
2211.9556,426.5972,58.4529
2211.8247,424.7203,58.7106
2226.8391,422.2979,58.7057
2247.2852,419.3088,58.7019
2252.0496,414.9492,58.4799
2243.8948,412.7646,58.0422
2250.6931,412.7229,57.4342
2265.281,411.6555,56.7525
2270.3264,411.0941,56.4267
2274.4744,412.0326,56.4267
2284.3606,414.074,56.4267
2286.2642,416.3674,56.7622
2280.5989,418.9249,57.3885
2270.9092,421.37,57.8753
2254.4348,420.4483,58.2315
2242.0964,418.7985,58.2315
2218.1982,417.3727,58.2315
2221.2363,416.6829,57.8831
2221.4829,418.0916,57.1333
2212.5151,420.7528,57.0625
2208.1228,422.6945,57.0625
2216.5898,422.0333,57.6682
2225.3723,420.1496,59.3321
2225.2808,419.2238,59.4923
2244.2263,419.6066,60.031
2250.9551,421.4038,60.0781
2236.5591,425.1337,60.0669
2248.4885,428.3054,60.0182
2269.1025,429.5508,59.836
2259.3459,429.2356,58.6276
2222.863,427.6776,57.2026
2210.9834,425.3604,56.2883
2225.5522,428.3603,55.6963
2239.6086,431.208,55.4517
2236.491,430.8697,55.384
2223.8147,427.9864,54.1915
2219.8779,423.0714,54.1915
2237.3557,417.8658,54.1941
2259.7,418.9101,54.5619
2256.9185,421.3612,56.2508
2255.7319,425.8231,56.2619
2264.7253,427.1346,55.1425
2266.5205,426.9613,55.096
2245.4695,426.0974,55.096
2225.2507,425.5574,54.6336
2236.5491,426.1567,54.5899
2256.3157,427.9523,53.7842
2253.772,427.0627,53.6743
2258.8418,425.9629,53.6743
2269.0696,423.1541,55.4398
2272.3645,419.4487,56.6749
2267.0181,419.4018,56.8772
2269.6143,419.9393,56.8772
2270.24,420.4943,55.6556
2250.2087,422.3168,54.9058
2234.3071,426.0121,54.7096
2232.9883,428.7411,54.6834
2227.7202,431.2104,54.753
2218.8132,431.2629,56.8614
2223.9846,429.9429,57.81
2243.3914,429.6821,57.81
2247.886,433.0818,56.962
2235.709,437.3845,56.4529
2237.5911,440.0659,56.0747
2235.1616,440.9788,55.0713
2224.8389,439.3954,52.7132
2226.322,436.5524,51.352
2237.7205,434.6957,51.352
2248.2834,432.6253,51.3785
2248.0325,427.9659,52.6817
2261.6235,421.8915,54.8558
2273.8472,416.0398,56.2552
2270.3411,413.0635,56.7006
2278.0776,413.4599,56.7006
2280.6812,414.5201,56.6136
2269.8462,416.3701,56.3512
2253.8552,419.2802,55.5812
2237.1738,422.2719,53.6541
2226.9121,424.8692,51.9251
2234.4709,426.9966,51.9251
2240.6328,427.2561,52.2868
2246.1436,428.3077,53.1518
2257.1904,430.5894,53.6628
2254.7527,432.6896,54.6626
2255.5967,436.166,56.0528
2239.4785,441.6575,56.2453
2232.4995,443.0021,56.5835
2227.3884,441.0388,57.7157
2239.178,436.888,58.236
2251.5598,431.8159,58.1654
2263.679,432.5717,57.8179
2246.0911,435.1854,57.5437
2230.8274,437.7489,57.3599
2223.7876,436.8994,56.8515
2219.3049,433.3753,56.6515
2229.4915,434.1272,56.8849
2242.9204,434.9774,56.8211
2219.8262,437.4048,56.0874
2213.5662,440.2771,56.0674
2193.0808,439.2925,56.0674
2209.5955,439.5117,56.1192
2201.9041,440.7314,59.9263
2212.1001,440.2772,60.5237
2207.6604,440.1082,60.5237
2210.9849,439.2201,60.5237
2230.6489,436.7334,61.5641
2252.8879,437.9347,61.7995
2253.0195,441.8764,61.6305
2241.927,440.2654,61.6147
2243.4604,434.7602,60.4988
2249.043,423.2422,59.8441
2237.5945,420.24,59.529
2238.6938,424.603,56.5742
2236.8201,433.651,55
2216.8572,444.8103,54.7859
2205.9299,446.568,54.7859
2208.6309,443.0604,55.9359
2202.9053,442.5209,56.5143
2185.4622,446.2242,59.6395
2184.7346,451.5854,60.6725
2209.5166,460.7091,60.6725
2226.0139,463.6329,59.5321
2235.9331,461.4221,59.0284
2237.4329,455.4821,59.0284
2242.6804,447.6599,59.3359
2254.3013,438.1855,59.7464
2264.9895,427.8758,60.9933
2262.0364,424.5815,61.7691
2244.1655,427.0657,61.8215
2242.98,432.3484,61.8215
2245.4253,439.1177,61.4243
2237.0156,441.692,60.7504
2235.7847,441.7878,60.3038
2234.8447,445.8557,58.6708
2234.8933,450.8162,57.1983
2246.7717,451.9225,56.9849
2253.1245,448.5219,56.7566
2245.658,441.9486,56.7621
2246.4629,433.4058,56.7692
2254.1306,427.6865,57.0719
2242.6028,429.5639,58.0281
2231.4758,431.6532,58.8215
2238.7151,432.0311,58.8215
2246.4048,429.3173,58.5946
2255.249,425.3272,57.3204
2258.2949,426.2206,54.5282
2250.5222,428.7957,52.0433
2241.3052,431.8929,51.4517
2241.2756,431.293,51.2662
2245.2234,430.207,51.7333
2231.1743,429.2688,52.0839
2223.5264,429.5164,51.6136
2234.344,428.6106,51.9366
2257.6113,425.1347,52.4156
2274.1494,420.9529,51.8644
2269.916,418.4096,51.9687
2258.2793,414.6937,52.6091
2256.3093,411.652,53.0468
2276.8196,412.7155,53.0868
2281.1514,415.2597,53.0868
2261.4739,420.1967,53.0441
2234.1699,428.1355,52.4967
2248.8003,428.6349,52.2967
2232.4106,425.7824,50.7815
2236.3992,419.289,52.3629
2251.5,410.8829,52.3629
2239.9756,411.8027,52.7596
2257.821,418.5958,52.8642
2237.8491,421.7839,52.8669
2247.7964,421.5969,52.8669
2248.2146,417.6014,52.765
2240.5244,408.2686,51.8042
2238.0129,404.7473,51.3354
2240.5293,402.949,51.2902
2239.2522,403.6628,51.2902
2235.2732,404.5273,51.0646
2235.3499,404.4949,51.0238
2238.1851,405.384,51.0203
2233.8359,405.3727,48.2072
2227.7175,402.7661,43.5582
2204.7854,405.7398,41.7354
2177.1033,413.0219,40.739
2162.2734,419.3821,39.0726
2161.707,433.7464,38.5593
2171.1528,444.1856,38.5593
2172.2275,446.2005,41.2122
2178.1741,443.0163,44.8363
2217.9929,433.9376,47.3276
2233.9702,424.072,49.083
2242.2581,412.4555,50.0984
2243.8083,403.2762,51.1039
2247.0095,399.5771,52.1913
2243.8574,399.6665,52.7498
2243.2773,401.8792,53.0676
2248.687,403.991,53.2308
2242.9983,406.5567,53.387
2245.9929,408.5619,53.8474
2246.3542,408.3006,54.1505
2247.2214,407.8745,53.8509
2264.3594,408.5038,53.0292
2269.8325,409.4794,51.6504
2261.3489,410.4982,50.0612
2247.7634,411.2271,49.2946
2239.2405,412.0095,49.2946
2245.1606,412.4157,49.3359
2261.1694,411.7452,49.4013
2267.9583,412.5387,49.4013
2257.3342,413.0305,49.2761
2250.1106,412.2612,49.026
2230.9209,410.805,49.026
2237.8689,409.2736,49.026
2254.2102,407.9219,49.026
2261.6934,405.8787,48.7824
2247.2112,404.3407,47.7447
2233.9688,404.4149,46.73
2230.1282,404.7719,46.73
2239.1477,405.1464,47.1432
2234.8237,404.6067,48.9676
2244.8755,403.4209,49.5488
2255.6821,404.8698,50.0179
2259.0264,406.8836,49.947
2241.3789,409.3694,49.3965
2232.6909,409.8354,48.897
2246.8838,407.8109,48.6992
2233.4941,403.3001,47.5533
2240.9241,401.2092,44.3558
2251.6636,399.3676,44.3558
2256.2783,399.4873,44.3558
2247.6011,402.3999,44.3558
2248.8,408.0381,44.3558
2237.9431,407.9542,44.3158
2228.5203,407.6753,44.3153
2217.2336,406.7919,44.3153
2245.8435,403.5324,46.6825
2262.7151,403.4518,47.2958
2249.6785,403.7483,47.3345
2251.3928,402.6288,47.3345
2241.925,401.592,46.2187
2219.2471,400.1407,45.7794
2221.0627,400.9069,45.7317
2246.1565,401.9653,45.7317
2251.1194,402.243,46.0543
2261.334,402.2361,47.0862
2253.7856,402.1651,47.3512
2240.532,402.7023,48.6925
2240.512,403.5703,51.0084
2251.1912,404.3629,53.7257
2270.8557,406.0215,54.7836
2280.0068,406.111,56.0268
2274.9368,406.7012,57.1648
2261.4043,406.7754,57.7729
2262.0513,407.3393,58.1021
2251.9258,411.6935,58.2841
2234.8132,415.1469,58.2503
2236.1021,418.2657,58.1975
2256.6812,420.429,57.5802
2273.0745,419.473,55.584
2288.293,416.9947,54.3586
2289.5071,416.4265,54.3314
2272.7612,417.6245,54.3631
2268.3145,419.1542,54.9328
2275.7224,419.9792,56.4072
2283.4832,419.7847,57.4118
2286.8022,418.9839,57.4157
2275.0603,417.0388,57.4157
2259.0642,414.0063,56.7192
2248.2925,409.3355,53.1585
2234.6746,402.4413,47.9822
2211.2893,396.849,44.662
2187.8799,396.5627,42.5885
2188.2,400.1086,42.5885
2184.2749,405.1109,43.8461
2171.6458,410.1722,47.4188
2144.8984,415.6198,49.5714
2108.1138,424.6775,49.5714
2121.3499,434.5015,49.0105
2127.3271,440.2755,46.7222
2115.4424,442.2734,44.3691
2124.8003,439.2679,44.0777
2128.5679,434.7597,43.7772
2150.751,430.9664,43.0641
2162.2495,428.4153,43.008
2161.6301,430.1734,42.7933
2171.4724,435.1758,42.451
2173.0537,437.8188,42.451
2143.396,438.7861,42.2851
2144.4265,436.8603,41.0062
2147.4961,432.7197,42.2496
2157.2256,427.5698,43.1594
2175.1123,427.7198,43.2351
2170.3232,429.3766,45.0768
2160.2766,428.6679,45.7819
2157.0999,426.6151,45.9954
2152.53,428.9453,45.9954
2128.054,431.9243,45.9954
2138.0574,439.8198,45.9954
2158.6736,451.6899,48.3292
2148.4006,454.3047,49.4292
2135.9868,453.8088,49.5058
2140.8906,450.209,49.3885
2161.761,445.3817,48.569
2182.0044,439.5584,46.674
2172.9263,436.6583,45.5128
2166.4631,438.0784,45.308
2182.1143,442.938,45.2991
2194.0583,443.6667,45.0581
2198.0671,441.7129,44.9978
2176.7322,438.1588,44.992
2153.5237,434.9477,44.9959
2132.9854,431.4265,45.6609
2143.7742,427.8657,46.3012
2136.0291,425.6337,47.0901
2149.1541,423.073,48.4778
2157.1262,424.4735,49.2156
2153.269,431.4679,50.7615
2166.4485,434.9549,52.2437
2189.3728,433.6406,52.6489
2192.5371,428.8228,51.9649
2184.1294,425.1906,51.1346
2175.3459,426.4845,50.2485
2175.7786,429.6148,49.7876
2188.7048,434.3305,49.7876
2205.7795,434.8753,50.1925
2211.6316,428.993,50.8581
2204.1677,426.6522,51.8617
2198.5159,428.3506,54.9598
2206.7871,427.2583,57.7079
2239.3928,422.8382,57.9255
2273.8752,416.3012,58.4648
2281.4968,411.4378,59.2654
2281.5007,409.131,58.9205
2281.3733,406.8148,58.3385
2290.543,404.0992,58.8683
2306.4111,396.7718,59.1037
2298.9675,388.7529,58.5589
2301.5071,384.6243,58.9072
2296.8005,385.547,59.648
2281.0085,387.9431,59.4828
2289.5793,389.7957,59.0727
2301.4722,392.0369,59.0727
2299.7678,391.7878,59.0727
2295.887,391.2847,59.9136
2293.1982,391.0347,62.7769
2291.4421,391.4801,62.7769
2289.9707,392.8926,62.4062
2272.5369,395.6215,60.6399
2273.4458,398.8754,60.6399
2271.2036,400.4973,60.7335
2289.6406,399.4752,61.6554
2287.2949,396.9674,64.368
2277.8,394.1312,69.6631
2290.5659,393.4066,69.6631
2278.1514,394.0762,69.6449
2291.2385,397.4564,69.2628
2289.5457,400.2722,68.8528
2293,399.3405,68.6415
2280,398.1106,68.8556
2287.7971,395.1273,68.6443
2293.2212,392.1272,68.6415
2272.8979,392.5991,68.6415
2270.4065,392.4001,67.768
2288.0608,392.6314,66.6882
2287.967,392.6187,65.9887
2256.0491,392.4371,65.7
2256.0193,392.5999,64.1757
2244.9919,396.1349,59.5861
2227.9548,399.024,58.7524
2238.823,408.3351,58.7366
2268.4976,410.002,58.8165
2298.084,408.097,58.5644
2299.4622,405.8746,58.494
2300.304,401.9656,59.5091
2294.2026,395.5583,58.7827
2292.4819,394.1076,58.428
2272.7031,395.3136,59.7979
2261.7192,396.1087,60.3483
2269.5149,397.9518,60.5198
2282.6072,397.8943,61.1302
2264.8125,396.634,61.6651
2245.4775,398.4893,62.2603
2248.6621,399.7533,62.6217
2267.6516,398.9759,62.733
2274.7361,398.6437,63.7103
2262.2812,397.7637,65.4147
2251.719,399.1373,66.984
2257.8599,402.116,67.6104
2271.8672,403.3587,68.3693
2284.0789,403.4533,69.5245
2287.458,402.1924,69.9665
2273.3938,399.926,69.9665
2255.9133,398.6978,70.4864
2260.1401,398.8636,71.9915
2265.0098,400.4536,73.1079
2256.2822,402.785,73.1079
2263.7817,404.2464,72.9897
2268.853,405.1396,72.4156
2257.3176,405.53,71.6561
2248.4739,405.2207,71.1617
2258.0896,405.6796,69.937
2283.0315,405.225,67.6799
2301.616,402.595,65.5912
2310.1978,399.5154,65.478
2292.2168,397.6909,65.2973
2276.8445,397.074,65.3594
2266.7708,396.7777,65.8365
2274.8162,396.6732,66.7814
2274.3408,396.7042,66.9336
2283.1343,398.4187,67.5416
2304.6982,399.1138,67.5424
2297.658,400.1865,68.0126
2265.6123,401.5707,70.5928
2253.9988,403.0932,70.6592
2237.2019,404.7935,71.0442
2257.7898,407.6073,71.2389
2280.752,408.5724,72.1348
2267.0273,410.5018,72.1852
2259.2126,410.2832,73.074
2271.6196,409.7841,73.1183
2283.186,407.84,74.186
2281.3,402.2067,74.4299
2292.9238,401.2299,75.3154
2269.6445,401.8441,75.8195
2263.0471,403.0601,75.8332
2250.7715,400.7465,74.5041
2258.2622,399.5853,73.2142
2275.3477,399.617,72.087
2305.0422,400.0347,71.9112
2312.2737,401.7234,71.9018
2300.1362,401.1605,71.9283
2287.2749,399.8203,71.9323
2296.2148,398.289,73.2073
2289.4495,398.3955,73.4626
2267.0635,398.4149,73.6682
2262.7083,398.4947,73.7194
2256.2263,398.5116,73.0567
2271.228,398.6013,72.7824
2271.0752,398.7772,71.7065
2269.144,399.1577,71.3251
2254.9875,399.6433,71.1468
2261.9524,399.2212,71.0729
2266.9915,398.6197,69.0044
2271.3696,397.7091,68.0027
2278.0625,395.4721,68.0027
2292.6333,394.7242,68.1362
2292.438,394.8444,68.798
2290.0913,396.5853,69.6033
2290.3086,397.6534,70.5516
2298.282,397.7556,71.7904
2301.8406,398.8011,72.4602
2296.7925,399.3635,72.5267
2276.5193,398.2122,72.4512
2259.6926,397.6008,72.3797
2265.4846,397.4173,71.9166
2265.4487,395.905,71.415
2250.1929,394.3294,71.415
2244.9812,392.2099,71.7793
2249.2173,389.5285,72.2549
2246.6616,390.1273,72.2549
2248.0508,392.9377,69.9619
2246.5183,394.6933,66.2061
2243.1562,399.8977,65.9848
2235.6013,406.0973,65.9848
2246.4543,406.6921,66.3136
2266.5139,406.248,67.1318
2264.2246,404.1938,67.8696
2240.0288,398.1382,69.3564
2242.157,398.2897,70.4323
2244.7524,399.5372,71.1221
2249.7668,397.2982,71.4917
2252.6348,397.8058,71.8203
2250.3972,398.9273,72.8159
2255.6223,400.7028,72.8159
2265.8345,403.4735,72.486
2259.3708,402.2249,70.0998
2242.0134,402.8724,65.8665
2197.781,405.6667,62.2735
2182.6719,409.183,57.0231
2166.4568,417.4137,57.0231
2163.5005,424.6519,57.1862
2194.0457,428.3995,59.5647
2225.8936,428.9004,62.3758
2228.3816,423.1967,68.3994
2212.7881,408.781,68.3994
2198,407.4337,68.3994
2159.3105,412.1597,63.5115
2129.0276,422.9516,63.447
2142.1135,430.9433,63.447
2174.7183,441.0908,63.447
2226.8782,429.6096,63.447
2222.0376,424.3835,61.4045
2194.3157,409.9516,61.1758
2185.22,411.8241,59.1317
2151.8801,419.1229,58.8371
2149.4099,424.6603,58.8371
2193.3538,423.1294,60.5201
2217.5593,423.5291,63.4367
2220.0894,416.3567,64.0528
2251.7581,414.6782,64.0528
2255.7747,414.1138,64.3369
2246.3254,411.5891,64.1418
2248.0596,412.0647,63.9085
2242.9922,416.246,63.4126
2242.9375,424.6351,62.917
2253.6912,427.1942,61.6885
2266.6035,422.9152,61.1768
2265.0427,411.7649,61.1553
2259.3013,402.8008,61.1435
2261.6653,398.233,59.8401
2249.4482,395.3663,59.019
2235.238,397.1667,57.0322
2220.8708,403.2028,55.4976
2204.1665,407.2005,55.3151
2195.7852,408.5657,54.3039
2193.3147,407.1963,52.1513
2175.9104,405.4696,49.4491
2142.9646,413.0985,47.3689
2142.1533,425.0602,46.6942
2177.1633,429.3013,46.1999
2186.9597,427.2839,46.0847
2157.5034,423.8695,46.9119
2139.3633,421.5677,47.3958
2150.105,420.9908,47.4896
2154.7156,424.1548,47.2045
2155.4185,425.0965,47.2051
2154.9758,420.2945,47.2063
2138.4702,421.4908,47.2063
2120.8833,421.8439,48.1401
2129.0916,419.3347,50.2521
2155.676,416.9926,50.5884
2182.5181,415.4399,51.0506
2185.1389,414.194,51.0855
2205.2078,414.387,51.3666
2208.7083,418.3602,51.96
2207.8501,418.5802,52.293
2216.3542,413.9512,53.6824
2219.1677,410.5296,55.576
2224.8235,405.743,57.2109
2221.447,402.0717,57.6535
2223.5674,401.1482,58.2957
2223.6243,401.7146,60.636
2231.9214,402.425,63.0014
2226.3196,403.0275,63.0014
2191.9785,406.1331,62.996
2177.9963,413.842,62.8558
2190.1675,427.0585,61.7998
2207.2769,438.5161,61.4482
2234.2998,436.9245,61.1687
2245.1289,430.782,60.126
2259.0303,416.2017,60.1192
2269.4897,407.1503,60.1192
2249.8384,403.8528,60.4971
2248.8853,402.492,60.5185
2244.5142,404.8877,60.5185
2255.0991,408.4954,57.9753
2252.5266,411.2666,57.6745
2226.0032,418.3645,57.6745
2217.7649,423.2369,58.908
2220.9199,423.0454,59.5411
2229.0229,419.2899,59.7863
2224.2961,413.5472,60.927
2239.1445,412.3253,61.9186
2215.7769,417.9083,62.289
2212.8755,426.0007,62.4098
2223.8005,427.4779,63.8586
2242.9548,421.7686,66.4192
2264.1609,415.2372,68.4056
2275.2759,411.1005,70.2067
2275.2095,410.992,73.1083
2279.5952,411.2323,74.2249
2276.4194,409.6715,74.2249
2281.3328,407.4847,73.1438
2281.9294,403.0864,71.9177
2269.1804,401.9324,71.5411
2267.2185,404.7493,71.853
2267.6626,406.1977,72.0849
2270.4492,406.0081,72.0849
2273.2183,405.4881,72.0849
2272.8267,403.8918,71.7092
2265.5024,402.9857,71.179
2263.7744,403.9787,70.9356
2281.7954,405.3111,70.3303
2298.199,406.2149,68.0377
2288.0042,406.4045,65.4206
2268.6868,405.9287,64.7236
2272.2439,405.2729,64.7236
2273.1172,404.8578,65.3148
2271.0852,404.8528,66.4754
2270.457,405.2572,67.6252
2266.1702,406.0561,69.0247
2269.9714,406.72,69.3102
2255.6655,407.1973,70.0619
2253.6924,407.6219,70.3896
2267.0737,407.5334,70.4159
2250.5793,407.4668,70.4857
2228.261,407.7432,70.4857
2232.9346,408.1394,70.4857
2238.2107,409.2822,70.3044
2236.4414,412.2101,69.6085
2234.2048,414.0614,69.6651
2232.6052,411.8308,69.9334
2209.7227,411.0224,69.8652
2199.0884,416.32,69.4678
2206.1567,423.8429,68.9572
2214.5449,434.8188,64.5362
2224.7854,449.3483,59.7951
2237.2998,447.8525,55.0354
2238.1208,442.4998,50.3568
2254.0608,425.6769,45.8122
2235.8936,405.142,41.8039
2228.3,393.9307,41.8039
2230.3,390.0036,41.8039
2217.6667,386.2111,44.6242
2236.0593,384.9769,47.0206
2246.9038,384.9457,47.102
2226.9446,385.6979,47.4978
2230.2854,387.3089,47.1838
2214.0068,388.9271,47.1542
2226.0469,390.0201,47.4837
2239.7722,391.1548,47.6785
2239.2788,392.8174,48.1072
2226.9761,395.6482,48.4478
2229.4124,399.0092,49.409
2209.2524,399.5258,48.7117
2205.0735,399.1924,48.3335
2235.0068,398.6967,48.2905
2258.1394,398.1685,45.9211
2258.5918,397.4651,45.1728
2248.9075,396.604,45.1728
2251.009,395.8638,46.021
2258.7197,394.5999,46.4035
2268.5464,394.2153,46.6792
2278.8723,394.6635,46.9311
2259.6594,395.8324,46.9965
2228.6648,397.0315,46.9965
2223.6104,398.1043,46.9965
2226.6604,398.8944,46.1514
2234.6306,398.9468,45.5873
2239.4792,398.1249,45.5873
2230.8315,399.3631,45.5873
2219.5396,402.0039,45.5873
2231.0061,403.6489,44.931
2257.9182,403.6953,43.5881
2275.9436,402.0574,42.8713
2281.7317,399.2754,42.8713
2273.4346,396.3309,42.4868
2260.2383,394.4463,41.8299
2251.6118,393.6948,41.572
2249.363,392.8311,41.5563
2258.377,392.4071,41.5563
2270.948,392.8613,42.4075
2269.9292,392.9046,45.0173
2249.042,393.938,47.9863
2234.2056,395.387,50.0362
2230.1375,396.364,50.9629
2239.3262,395.3935,51.641
2246.3345,395.5818,52.8624
2259.4146,396.2465,52.8624
2267.6536,397.4607,52.1981
2281.2983,400.529,50.1766
2280.637,403.7039,50.1766
2271.2783,403.14,50.4377
2264.2971,400.9799,51.5688
2268.9819,396.4395,52.2771
2258.7007,393.3621,53.9504
2253.3955,392.1332,54.1891
2258.1272,393.7771,54.1907
2233.4426,402.5124,54.3502
2250.9036,408.0236,55.5881
2246.1072,417.0396,55.4588
2250.3669,416.4599,53.7
2235.4766,409.9281,51.0459
2229.4365,400.1082,47.2861
2205.1941,389.3237,46.3891
2177.3,393.9829,44.8708
2133.2524,402.0098,44.8348
2134.7517,410.6803,44.6272
2159.0913,420.914,44.6215
2172.2229,426.3318,44.6215
2162.2422,424.3226,47.2859
2145.8674,424.3318,47.4964
2145.4722,433.0051,47.4964
2147.2727,427.7696,45.9128
2138.0457,427.0992,45.3076
2124.9956,429.0002,44.2116
2110.3918,430.7587,42.0103
2123.7664,432.4854,39.5346
2126.7603,440.733,38.6674
2133.1306,442.6184,37.7611
2130.4497,441.9521,36.5088
2122.4641,440.6562,36.118
2136.0618,434.863,35.4494
2137.6956,433.5901,35.2152
2137.4434,435.6973,35.2152
